County,District,Sex,Age,Religion,Education,Years,Households,Have you had MoH approved training on COVID-19?,Have you been involved in educating the community on COVID-19?,Your main source of Income,Have you attended a course where COVID-19 vaccination was discussed?,"Do you have access to COVID-19 vaccination materials (literature, IEC materials) for quick reference when necessary?",Do you have a designated person with knowledge on COVID-19 vaccination whom you can consult when you have a question on COVID-19 vaccination?,Concerning how the COVID-19 vaccines work to prevent infection,To what extent do you think you are well-informed enough about COVID-19 vaccine to sensitize your family/ community members?,Do you know what the COVID-19 vaccine contains?,What should the people who have received the COVID-19 vaccine do?,The effectiveness of COVID-19 vaccines in preventing infection:,People who have already suffered COVID-19 infection:,ACQ1: Attitude on Contextual Influences,ACQ2: Attitude on Contextual Influences,ACQ3: Attitude on Contextual Influences,ACQ4: Attitude on Contextual Influences,ACQ5: Attitude on Contextual Influences,ACQ6: Attitude on Contextual Influences,ACQ7: Attitude on Contextual Influences,AIQ1: Attitude on Individual and Group Influences,AIQ12: Attitude on Individual and Group Influences,AIQ3: Attitude on Individual and Group Influences,AIQ4: Attitude on Individual and Group Influences,AIQ5: Attitude on Individual and Group Influences,AIQ6: Attitude on Individual and Group Influences,AVSQ1: Attitude on Vaccine safety and vaccination specific issues,AVSQ2: Attitudeon  Vaccine safety and vaccination specific issues,AVSQ3: Attitude on Vaccine safety and vaccination specific issues,AVSQ4: Attitude on Vaccine safety and vaccination specific issues,AVSQ5: Attitude on Vaccine safety and vaccination specific issues,AVSQ6: Attitude on Vaccine safety and vaccination specific issues,Source,Information
Kajiado,Kajiado East,Male,25-35 years,Protestant,Secondary,Above 5 years,21-50,Yes,Yes,CHV work,No,No,No,I do not know how the vaccines work,Not at all,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",Is still in doubt and will only be known once the COVID-19 vaccines that have been approved are used for some time,Should get the COVID-19 vaccine,"1,2",Fellow health workers,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Confident,Not at all,I don’t have any concerns about the COVID-19 vaccine,Very much,Social media/Radio/TV,Fellow health workers
Kajiado,Kajiado Central,Male,Above 35 years,Protestant,Primary,Less than 3 years,21-50,Yes,Yes,Other non-formal employment,No,No,Yes,I do not know how the vaccines work,Not at all,No,I do not know,I do not know,Should not get the COVID-19 vaccine,Radio/TV,Fellow health workers,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Somehow confident,Somewhat,I don’t have any concerns about the COVID-19 vaccine,Somewhat,Radio/TV,Fellow health workers
Kajiado,Kajiado Central,Male,Above 35 years,Protestant,Primary,Less than 3 years,21-50,Yes,Yes,Other non-formal employment,No,No,Yes,I do not know how the vaccines work,Not at all,No,I do not know,I do not know,Should not get the COVID-19 vaccine,Radio/TV,Fellow health workers,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Confident,Don't know,I don’t have any concerns about the COVID-19 vaccine,Don't know,Radio/TV,Fellow health workers
Kajiado,Kajiado Central,Female,25-35 years,Catholic,Primary,3-5 years,21-50,Yes,Yes,Other non-formal employment,No,No,Yes,I do not know how the vaccines work,Not at all,No,"Do not have to wear masks, social distance or wash hands frequently to prevent COVID-19",Is quite high in vaccines that have been approved,Should not get the COVID-19 vaccine,Radio/TV,Fellow health workers,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very confident,Not at all,I don’t have any concerns about the COVID-19 vaccine,Very much,Radio/TV,Fellow health workers
Kajiado,Kajiado East,Female,25-35 years,Protestant,Secondary,3-5 years,More than 50,Yes,Yes,CHV work,No,No,No,I do not know how the vaccines work,Not at all,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",I do not know,Should get the COVID-19 vaccine,Social media,Fellow health workers,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Somehow confident,Somewhat,I don’t have any concerns about the COVID-19 vaccine,Somewhat,Social media,Fellow health workers
Kajiado,Kajiado Central,Female,25-35 years,Protestant,Others,Less than 3 years,More than 50,Yes,Yes,Other formal employment,No,No,Yes,I do not know how the vaccines work,Not at all,No,I do not know,I do not know,Should get the COVID-19 vaccine,Radio/TV,Internet,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Confident,Not too much,I don’t have any concerns about the COVID-19 vaccine,Don't know,Radio/TV,Internet
Kajiado,Kajiado Central,Female,18-24 years,Protestant,Secondary,Less than 3 years,20  or less,Yes,Yes,Other non-formal employment,No,No,Yes,I have an idea but I am not confident to explain to the community how the vaccines work,Not at all,No,"Do not have to wear masks, social distance or wash hands frequently to prevent COVID-19",Is quite high in vaccines that have been approved,Should not get the COVID-19 vaccine,IEC materials from MoH,Fellow health workers,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Confident,Somewhat,"1,2,8",Somewhat,IEC materials,Fellow health workers
Kajiado,Kajiado Central,Female,25-35 years,Protestant,Primary,Above 5 years,21-50,Yes,Yes,Other non-formal employment,No,No,Yes,I do not know how the vaccines work,Not at all,No,I do not know,I do not know,Should get the COVID-19 vaccine,Radio/TV,Fellow health workers,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Don't know,Somewhat,I don’t have any concerns about the COVID-19 vaccine,Somewhat,Radio/TV,Fellow health workers
Kajiado,Kajiado Central,Female,25-35 years,Protestant,Secondary,Above 5 years,21-50,Yes,Yes,Other non-formal employment,No,No,Yes,I do not know how the vaccines work,Not at all,No,I do not know,I do not know,Should not get the COVID-19 vaccine,Radio/TV,Fellow health workers,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very confident,Not at all,I don’t have any concerns about the COVID-19 vaccine,Very much,Radio/TV,Fellow health workers
Kajiado,Kajiado Central,Female,25-35 years,Protestant,Primary,Above 5 years,21-50,Yes,Yes,Other non-formal employment,No,No,Yes,I do not know how the vaccines work,Not at all,No,I do not know,Is quite high in vaccines that have been approved,Should not get the COVID-19 vaccine,Radio/TV,Fellow health workers,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Confident,Somewhat,I don’t have any concerns about the COVID-19 vaccine,Very much,Radio/TV,Fellow health workers
Kajiado,Kajiado Central,Female,25-35 years,Protestant,Others,Less than 3 years,21-50,Yes,Yes,Other non-formal employment,No,No,Yes,I do not know how the vaccines work,Not at all,No,I do not know,I do not know,Should get the COVID-19 vaccine,Radio/TV,Fellow health workers,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Somehow confident,Somewhat,The government might not be able to ensure enough supply of the vaccine and therefore result in a more negative effect,Somewhat,Radio/TV,Fellow health workers
Kajiado,Kajiado East,Male,25-35 years,Catholic,Secondary,3-5 years,20  or less,Yes,Yes,Other formal employment,No,No,Yes,I can explain to the community how the vaccines work,Small extent,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",Is still in doubt and will only be known once the COVID-19 vaccines that have been approved are used for some time,Should get the COVID-19 vaccine,"1,2,4",Fellow health workers,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Somehow confident,Not too much,"1,9",Very much,Social media/Radio/TV/IEC/Community meetings,Fellow health workers
Kajiado,Kajiado East,Male,Above 35 years,Protestant,Primary,3-5 years,21-50,Yes,Yes,CHV work,No,No,Yes,I have an idea but I am not confident to explain to the community how the vaccines work,Small extent,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",Is quite high in vaccines that have been approved,Should get the COVID-19 vaccine,"1,2",Fellow health workers,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Confident,Not at all,I don’t have any concerns about the COVID-19 vaccine,Very much,Social media/Radio/TV,Fellow health workers
Kajiado,Kajiado Central,Male,25-35 years,Protestant,Others,Less than 3 years,More than 50,Yes,Yes,Other formal employment,No,No,Yes,I can explain to the community how the vaccines work,Small extent,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",I do not know,Should not get the COVID-19 vaccine,Radio/TV,Fellow health workers,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Very confident,Not at all,I don’t have any concerns about the COVID-19 vaccine,Somewhat,Radio/TV,Fellow health workers
Kajiado,Kajiado East,Male,Above 35 years,Protestant,Secondary,3-5 years,More than 50,Yes,Yes,Other non-formal employment,No,No,No,I do not know how the vaccines work,Large extent,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",Is quite high in vaccines that have been approved,Should get the COVID-19 vaccine,Radio/TV,Fellow health workers,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Confident,Somewhat,"7,8",Very much,Radio/TV,Fellow health workers
Kajiado,Kajiado East,Male,Above 35 years,Islam,Others,Above 5 years,More than 50,Yes,Yes,Other non-formal employment,Yes,Yes,Yes,I have an idea but I am not confident to explain to the community how the vaccines work,Average extent,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",Is still in doubt and will only be known once the COVID-19 vaccines that have been approved are used for some time,Should get the COVID-19 vaccine,Radio/TV,Fellow health workers,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Very confident,Not at all,I don’t have any concerns about the COVID-19 vaccine,Very much,Radio/TV,Fellow health workers
Kajiado,Kajiado East,Female,25-35 years,Protestant,Secondary,3-5 years,More than 50,Yes,Yes,CHV work,No,No,Yes,I have an idea but I am not confident to explain to the community how the vaccines work,Average extent,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",Is still in doubt and will only be known once the COVID-19 vaccines that have been approved are used for some time,Should get the COVID-19 vaccine,Radio/TV,Fellow health workers,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Confident,Not at all,I don’t have any concerns about the COVID-19 vaccine,Not too much,Radio/TV,Fellow health workers
Kajiado,Kajiado Central,Female,25-35 years,Protestant,Secondary,Above 5 years,21-50,Yes,Yes,Other non-formal employment,No,Yes,Yes,I can explain to the community how the vaccines work,Small extent,No,"Do not have to wear masks, social distance or wash hands frequently to prevent COVID-19",Is still in doubt and will only be known once the COVID-19 vaccines that have been approved are used for some time,I do not know,Radio/TV,Fellow health workers,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very confident,Very much,I don’t have any concerns about the COVID-19 vaccine,Somewhat,Radio/TV,Fellow health workers
Kajiado,Kajiado Central,Female,Above 35 years,Protestant,Others,Less than 3 years,More than 50,Yes,Yes,Other non-formal employment,No,No,Yes,I can explain to the community how the vaccines work,Small extent,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",Is quite high in vaccines that have been approved,Should get the COVID-19 vaccine,Social media,Fellow health workers,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Confident,Not at all,I don’t have any concerns about the COVID-19 vaccine,Very much,Social media,Fellow health workers
Kajiado,Kajiado East,Other,25-35 years,Protestant,Primary,Above 5 years,More than 50,Yes,Yes,CHV work,No,No,Yes,I do not know how the vaccines work,Small extent,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",Is quite high in vaccines that have been approved,Should get the COVID-19 vaccine,Social media,Fellow health workers,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Confident,Not at all,I don’t have any concerns about the COVID-19 vaccine,Somewhat,Social media,Fellow health workers
Trans Nzoia,Sabaoti,Female,Above 35 years,Protestant,Secondary,Above 5 years,More than 50,No,No,Other non-formal employment,No,No,No,I do not know how the vaccines work,Small extent,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",Is quite high in vaccines that have been approved,I do not know,Radio/TV,Fellow health workers,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Confident,Somewhat,"1,3",Somewhat,Radio/TV,Fellow health workers
Trans Nzoia,Sabaoti,Female,Above 35 years,Protestant,Others,3-5 years,More than 50,Yes,Yes,Other non-formal employment,No,No,No,I have an idea but I am not confident to explain to the community how the vaccines work,Small extent,No,"Do not have to wear masks, social distance or wash hands frequently to prevent COVID-19",Is quite high in vaccines that have been approved,Should get the COVID-19 vaccine,"1,2,4",Fellow health workers,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Somehow confident,Somewhat,"1,3",Somewhat,Social media/Radio/TV/IEC/Community meetings,Fellow health workers
Trans Nzoia,Sabaoti,Male,Above 35 years,Protestant,Secondary,Above 5 years,21-50,Not sure,No,Other non-formal employment,No,No,No,I do not know how the vaccines work,Not at all,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",Is quite high in vaccines that have been approved,Should not get the COVID-19 vaccine,"1,2",Fellow health workers,No,No,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Somehow confident,Somewhat,"1,7,8",Somewhat,Social media/Radio/TV,Fellow health workers
Trans Nzoia,Sabaoti,Female,Above 35 years,Protestant,Secondary,Above 5 years,21-50,Not sure,Yes,Other non-formal employment,No,No,Yes,I do not know how the vaccines work,Not at all,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",Is still in doubt and will only be known once the COVID-19 vaccines that have been approved are used for some time,Should not get the COVID-19 vaccine,"2,3,4",Fellow health workers,No,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Confident,Somewhat,"1,8",Somewhat,Social media/Radio/TV/IEC/Community meetings,Fellow health workers
Trans Nzoia,Sabaoti,Male,Above 35 years,Protestant,Primary,Above 5 years,More than 50,Not sure,Yes,Other non-formal employment,No,No,No,I do not know how the vaccines work,Small extent,No,"Do not have to wear masks, social distance or wash hands frequently to prevent COVID-19",Is quite high in vaccines that have been approved,Should get the COVID-19 vaccine,Social media,Internet,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Not confident,Somewhat,Vaccines are not tested enough for safety,Don't know,Social media,Internet
Trans Nzoia,Sabaoti,Female,Above 35 years,Protestant,Secondary,Above 5 years,More than 50,Not sure,No,Other non-formal employment,No,No,No,I do not know how the vaccines work,Small extent,No,I do not know,Is quite high in vaccines that have been approved,Should not get the COVID-19 vaccine,"1,2",Fellow health workers,No,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Confident,Somewhat,Vaccines are not tested enough for safety,Somewhat,Social media/Radio/TV,Fellow health workers
Trans Nzoia,Sabaoti,Female,Above 35 years,Protestant,Primary,Above 5 years,21-50,Yes,Yes,Other non-formal employment,No,No,No,I have an idea but I am not confident to explain to the community how the vaccines work,Small extent,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",Is quite high in vaccines that have been approved,Should not get the COVID-19 vaccine,"2,4",Other (Explain),No,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Somehow confident,Somewhat,Vaccines are not tested enough for safety,Don't know,Radio/TV/IEC/Community meeting,Other
Trans Nzoia,Kwanza,Female,25-35 years,Protestant,Secondary,3-5 years,21-50,No,No,CHV work,No,No,No,I do not know how the vaccines work,Not at all,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",Is still in doubt and will only be known once the COVID-19 vaccines that have been approved are used for some time,Should not get the COVID-19 vaccine,Radio/TV,Internet,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Very confident,Somewhat,"1,3",Somewhat,Radio/TV,Internet
Trans Nzoia,Sabaoti,Female,Above 35 years,Catholic,Secondary,Above 5 years,More than 50,Not sure,No,Other non-formal employment,No,No,Yes,I do not know how the vaccines work,Not at all,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",I do not know,I do not know,Radio/TV,Fellow health workers,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Confident,Not at all,"1,6",Don't know,Radio/TV,Fellow health workers
Trans Nzoia,Sabaoti,Female,18-24 years,Protestant,Secondary,Less than 3 years,More than 50,Not sure,No,Other non-formal employment,No,No,Yes,I do not know how the vaccines work,Not at all,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",I do not know,Should not get the COVID-19 vaccine,"2,4",Other (Explain),No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,Confident,Don't know,Vaccines are not tested enough for safety,Somewhat,Radio/TV/IEC/Community meeting,Other
Trans Nzoia,Sabaoti,Female,Above 35 years,Protestant,Secondary,Above 5 years,More than 50,Not sure,No,Other non-formal employment,No,No,No,I have an idea but I am not confident to explain to the community how the vaccines work,Not at all,No,I do not know,Is quite high in vaccines that have been approved,Should not get the COVID-19 vaccine,"2,4","1,3",No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Somehow confident,Not at all,The ingredients used to make the COVID-19 vaccine are unsafe,Not too much,Radio/TV/IEC/Community meeting,Friends/relatives
Trans Nzoia,Sabaoti,Female,18-24 years,Protestant,Secondary,Less than 3 years,More than 50,Not sure,No,Other non-formal employment,No,No,Yes,I do not know how the vaccines work,Small extent,No,I do not know,I do not know,Should get the COVID-19 vaccine,"2,4","2,3",No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Confident,Somewhat,Vaccines are not tested enough for safety,Somewhat,Radio/TV/IEC/Community meeting,Internet
Trans Nzoia,Sabaoti,Female,Above 35 years,Protestant,Primary,Above 5 years,More than 50,Not sure,No,Other non-formal employment,No,No,Yes,I do not know how the vaccines work,Average extent,No,I do not know,I do not know,I do not know,"2,4",Fellow health workers,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Confident,Somewhat,"1,2",Somewhat,Radio/TV/IEC/Community meeting,Fellow health workers
Trans Nzoia,Sabaoti,Female,Above 35 years,Protestant,Secondary,Above 5 years,More than 50,Yes,Yes,Other non-formal employment,No,No,Yes,I do not know how the vaccines work,Not at all,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",I do not know,Should get the COVID-19 vaccine,"1 ,2",Fellow health workers,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Not confident,Very much,"2,6",Somewhat,Social media/Radio/TV,Fellow health workers
Trans Nzoia,Sabaoti,Female,Above 35 years,Catholic,Primary,Above 5 years,More than 50,Not sure,Yes,Other non-formal employment,No,No,Yes,I have an idea but I am not confident to explain to the community how the vaccines work,Not at all,No,I do not know,Is quite high in vaccines that have been approved,I do not know,"2,4",Fellow health workers,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Confident,Not at all,Vaccines are not tested enough for safety,Not too much,Radio/TV/IEC/Community meeting,Fellow health workers
Trans Nzoia,Sabaoti,Female,25-35 years,Protestant,Secondary,Above 5 years,More than 50,Not sure,Yes,Other non-formal employment,No,No,No,I do not know how the vaccines work,Not at all,No,I do not know,I do not know,Should get the COVID-19 vaccine,Radio/TV,Other (Explain),No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Confident,Not at all,"1,2",Don't know,Radio/TV,Other
Trans Nzoia,Sabaoti,Male,Above 35 years,Protestant,Secondary,Less than 3 years,More than 50,Yes,Yes,Other non-formal employment,No,No,No,I do not know how the vaccines work,Not at all,No,I do not know,Is quite high in vaccines that have been approved,Should get the COVID-19 vaccine,"1,2",Fellow health workers,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Confident,Don't know,The ingredients used to make the COVID-19 vaccine are unsafe,Not too much,Social media/Radio/TV,Fellow health workers
Trans Nzoia,Sabaoti,Female,18-24 years,Protestant,Secondary,Less than 3 years,More than 50,Yes,Yes,Other non-formal employment,No,No,No,I do not know how the vaccines work,Not at all,No,"Do not have to wear masks, social distance or wash hands frequently to prevent COVID-19",Is quite high in vaccines that have been approved,Should get the COVID-19 vaccine,"1,4",Fellow health workers,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Very confident,Not too much,The ingredients used to make the COVID-19 vaccine are unsafe,Not too much,Social media/Radio/TV/IEC/Community meetings,Fellow health workers
Trans Nzoia,Sabaoti,Male,Above 35 years,Protestant,Primary,Above 5 years,20  or less,No,No,Other non-formal employment,No,No,No,I have an idea but I am not confident to explain to the community how the vaccines work,Not at all,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",Is still in doubt and will only be known once the COVID-19 vaccines that have been approved are used for some time,Should get the COVID-19 vaccine,"1,2",Fellow health workers,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Somehow confident,Not too much,Vaccines are not tested enough for safety,Don't know,Social media/Radio/TV,Fellow health workers
Trans Nzoia,Kwanza,Female,Above 35 years,Catholic,Secondary,3-5 years,More than 50,No,No,CHV work,No,No,No,I do not know how the vaccines work,Not at all,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",Is quite high in vaccines that have been approved,Should get the COVID-19 vaccine,N/1,N/1,No,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Somehow confident,Not at all,I don’t have any concerns about the COVID-19 vaccine,Somewhat,Radio/TV,Fellow health workers
Trans Nzoia,Kwanza,Female,Above 35 years,Protestant,Primary,Above 5 years,More than 50,No,No,CHV work,No,No,No,I do not know how the vaccines work,Not at all,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",Is still in doubt and will only be known once the COVID-19 vaccines that have been approved are used for some time,Should not get the COVID-19 vaccine,Radio/TV,Fellow health workers,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Somehow confident,Not at all,I don’t have any concerns about the COVID-19 vaccine,Very much,Radio/TV,Fellow health workers
Trans Nzoia,Kwanza,Female,Above 35 years,Protestant,Primary,Above 5 years,More than 50,No,No,CHV work,No,No,No,I do not know how the vaccines work,Not at all,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",Is still in doubt and will only be known once the COVID-19 vaccines that have been approved are used for some time,Should not get the COVID-19 vaccine,"3,4",Fellow health workers,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Somehow confident,Not at all,I don’t have any concerns about the COVID-19 vaccine,Somewhat,IEC materials,Fellow health workers
Trans Nzoia,Kwanza,Male,Above 35 years,Protestant,Others,Above 5 years,More than 50,No,No,CHV work,No,No,No,I have an idea but I am not confident to explain to the community how the vaccines work,Small extent,No,I do not know,Is still in doubt and will only be known once the COVID-19 vaccines that have been approved are used for some time,Should get the COVID-19 vaccine,Radio/TV,Fellow health workers,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Confident,Not at all,I don’t have any concerns about the COVID-19 vaccine,Somewhat,Radio/TV,Fellow health workers
Trans Nzoia,Kwanza,Male,Above 35 years,Catholic,Secondary,Above 5 years,More than 50,Yes,Yes,CHV work,No,No,No,I do not know how the vaccines work,Not at all,No,I do not know,I do not know,I do not know,Radio/TV,Fellow health workers,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Confident,Somewhat,I don’t have any concerns about the COVID-19 vaccine,Very much,Radio/TV,Fellow health workers
Trans Nzoia,Sabaoti,Male,Above 35 years,Protestant,Secondary,Above 5 years,21-50,Yes,Yes,Other non-formal employment,Yes,Yes,Yes,I do not know how the vaccines work,Not at all,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",I do not know,I do not know,"2,4",Fellow health workers,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Not confident at all,Not too much,"1,2",Somewhat,Radio/TV/IEC/Community meeting,Fellow health workers
Trans Nzoia,Sabaoti,Female,Above 35 years,Protestant,Secondary,Above 5 years,More than 50,Yes,Yes,Other non-formal employment,No,No,Yes,I do not know how the vaccines work,Not at all,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",Is still in doubt and will only be known once the COVID-19 vaccines that have been approved are used for some time,I do not know,Radio/TV,Other (Explain),No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Not confident,Somewhat,Vaccines are not tested enough for safety,Don't know,Radio/TV,Other
Trans Nzoia,Kwanza,Male,Above 35 years,Protestant,Secondary,Above 5 years,More than 50,Yes,Yes,CHV work,No,No,No,I have an idea but I am not confident to explain to the community how the vaccines work,Small extent,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",Is quite high in vaccines that have been approved,Should get the COVID-19 vaccine,Radio/TV,Fellow health workers,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Confident,Not at all,I don’t have any concerns about the COVID-19 vaccine,Somewhat,Radio/TV,Fellow health workers
Trans Nzoia,Sabaoti,Male,Above 35 years,Protestant,Secondary,Above 5 years,More than 50,Yes,Yes,Other non-formal employment,No,Yes,Yes,I have an idea but I am not confident to explain to the community how the vaccines work,Small extent,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",I do not know,I do not know,"2,4",Fellow health workers,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Confident,Not at all,"2,8",Somewhat,Radio/TV/IEC/Community meeting,Fellow health workers
Trans Nzoia,Sabaoti,Male,Above 35 years,Protestant,Secondary,Above 5 years,21-50,Yes,Yes,Other non-formal employment,No,No,Yes,I do not know how the vaccines work,Small extent,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",Is still in doubt and will only be known once the COVID-19 vaccines that have been approved are used for some time,I do not know,Radio/TV,Fellow health workers,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Somehow confident,Somewhat,"1,6",Don't know,Radio/TV,Fellow health workers
Trans Nzoia,Kwanza,Female,25-35 years,Protestant,Secondary,Above 5 years,More than 50,Yes,Yes,CHV work,No,No,Yes,I have an idea but I am not confident to explain to the community how the vaccines work,Small extent,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",Is quite high in vaccines that have been approved,Should get the COVID-19 vaccine,Radio/TV,Other (Explain),Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Somehow confident,Somewhat,"3,6",Somewhat,Radio/TV,Other
Trans Nzoia,Kwanza,Female,Above 35 years,Protestant,Secondary,Above 5 years,20  or less,Yes,Yes,CHV work,No,No,No,I do not know how the vaccines work,Small extent,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",I do not know,I do not know,Radio/TV,Fellow health workers,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Somehow confident,Very much,I don’t have any concerns about the COVID-19 vaccine,Somewhat,Radio/TV,Fellow health workers
Trans Nzoia,Kwanza,Female,Above 35 years,Protestant,Primary,Above 5 years,21-50,Yes,Yes,Other non-formal employment,Yes,No,No,I have an idea but I am not confident to explain to the community how the vaccines work,Small extent,No,I do not know,I do not know,Should get the COVID-19 vaccine,Radio/TV,Fellow health workers,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Confident,Not at all,The COVID-19 vaccine might be very expensive for many people to afford,Very much,Radio/TV,Fellow health workers
Trans Nzoia,Kwanza,Female,Above 35 years,Islam,Secondary,Above 5 years,More than 50,Yes,Yes,CHV work,No,No,No,I have an idea but I am not confident to explain to the community how the vaccines work,Small extent,No,"Still have to wear masks, social distance, and wash hands frequently to prevent COVID-19",Is still in doubt and will only be known once the COVID-19 vaccines that have been approved are used for some time,Should get the COVID-19 vaccine,Radio/TV,Fellow health workers,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Not confident at all,Somewhat,The vaccine might cause chronic diseases,Somewhat,Radio/TV,Fellow health workers
